filename,platform,prompt_tokens,completion_tokens,total_time_sec,tokens_per_second,valid_json
2601.11664v1_Serverless AI Security Attack Surface Analysis and.pdf,AMD RX 6800 (Vulkan),834,162,5.912739038467407,27.398469465006304,True
2601.11666v1_MATEX Multi-scale Attention and Text-guided Explai.pdf,AMD RX 6800 (Vulkan),768,138,5.044219970703125,27.358045604970687,True
2601.11667v1_Distill-then-Replace Efficient Task-Specific Hybri.pdf,AMD RX 6800 (Vulkan),689,137,4.9698991775512695,27.56595156272397,True
2601.11670v1_A Confidence-Variance Theory for Pseudo-Label Sele.pdf,AMD RX 6800 (Vulkan),950,150,5.664239883422852,26.481929276864644,True
2601.11674v1_Pigment Network Detection and Classification in De.pdf,AMD RX 6800 (Vulkan),884,141,5.260679483413696,26.802621304825056,True
2601.11675v1_Generating metamers of human scene understanding.pdf,AMD RX 6800 (Vulkan),898,172,6.2456793785095215,27.53903772131293,True
2601.11676v1_HALO Semantic-Aware Distributed LLM Inference in L.pdf,AMD RX 6800 (Vulkan),884,134,5.063864231109619,26.462004880932056,True
2601.11683v1_Attesting Model Lineage by Consisted Knowledge Evo.pdf,AMD RX 6800 (Vulkan),850,132,4.9711754322052,26.553076188953796,True
2601.11684v1_Mobile-friendly Image de-noising Hardware Consciou.pdf,AMD RX 6800 (Vulkan),911,182,6.607076406478882,27.546222989268184,True
2601.11685v1_Towards Efficient Image Deblurring for Edge Deploy.pdf,AMD RX 6800 (Vulkan),729,129,4.755803823471069,27.124752153012086,True
2601.11686v1_Proof of Concept Multi-Target Wildfire Risk Predic.pdf,AMD RX 6800 (Vulkan),741,142,5.118206262588501,27.744094847827487,True
2601.11687v1_Semantic Caching and Intent-Driven Context Optimiz.pdf,AMD RX 6800 (Vulkan),435,118,4.002540588378906,29.481275053800744,True
2601.11688v1_SpecMap Hierarchical LLM Agent for Datasheet-to-Co.pdf,AMD RX 6800 (Vulkan),694,135,4.891540765762329,27.598666036867982,True
2601.11700v1_Telling Human and Machine Handwriting Apart.pdf,AMD RX 6800 (Vulkan),985,153,5.695302486419678,26.864244763965583,True
2601.11702v1_PASTA A Scalable Framework for Multi-Policy AI Com.pdf,AMD RX 6800 (Vulkan),801,114,4.335183620452881,26.29646399800958,True
2601.11713v1_Inter-Cell Interference Rejection Based on Ultrawi.pdf,AMD RX 6800 (Vulkan),867,155,5.6876020431518555,27.252258302183325,True
2601.11746v1_LIME-LLM Probing Models with Fluent Counterfactual.pdf,AMD RX 6800 (Vulkan),835,177,6.3770904541015625,27.755604420846602,True
